mol_id,smiles,homo,lumo,gap,h298,gap_eV
gdb_12521,OC1C=CC=CC=C1,-0.2258,-0.0435,0.1823,-346.607731,4.960635712643612
gdb_12533,CC1CCC=CCC1,-0.2338,0.0246,0.2584,-313.082777,7.0314222059633
gdb_12551,CC1CCOCC=C1,-0.241,0.0199,0.261,-348.99855,7.102171810202868
gdb_12655,CN1CCC(=O)C1=N,-0.2244,-0.0561,0.1683,-379.950086,4.57967630519978
gdb_12758,OC12CC1NC2C#N,-0.2405,0.0113,0.2518,-378.664807,6.851827056739779
gdb_12781,CCC1CC2OC12C,-0.2425,0.0885,0.331,-348.972076,9.006968847422028
gdb_12817,CC12CC1OCCO2,-0.226,0.0838,0.3098,-384.909025,8.430087459007083
gdb_12915,OC12CCC1C2C=O,-0.2379,-0.021,0.2169,-383.704379,5.902149676754798
gdb_12948,CC1N2CC(=O)C12C,-0.2372,-0.0208,0.2164,-363.834995,5.888543983631803
gdb_12954,NC1C2OC(=N)C12N,-0.2282,0.016,0.2442,-395.92164,6.645020521270269
gdb_12987,CC12NC1CNC2=O,-0.23,0.0282,0.2581,-379.935621,7.0232587900895025
gdb_13007,CC12NC1C=CC2O,-0.2326,0.0028,0.2354,-363.835665,6.405560322305575
gdb_13022,CC1COC2CC12C,-0.2237,0.0805,0.3042,-348.99291,8.27770369602955
gdb_13072,CC#CC1OCC1C,-0.2418,0.03,0.2718,-347.752771,7.3960547816595374
gdb_13112,CCCN1CCC1=O,-0.2387,0.0398,0.2785,-365.084437,7.578371069507658
gdb_13143,COCC1CCC1C,-0.2497,0.083,0.3327,-350.176373,9.053228204040208
gdb_13146,COCC1OCC1C,-0.244,0.0702,0.3142,-386.099392,8.549817558489428
gdb_13187,OC(C=O)C1CCC1,-0.2702,-0.0369,0.2334,-384.929441,6.351137549813599
gdb_13219,OCC(O)C1CCC1,-0.2536,0.061,0.3146,-386.113535,8.560702112987824
gdb_13252,C1C(CO1)CCC=O,-0.2519,-0.0255,0.2264,-384.91516,6.1606578460916825
gdb_13302,N#CCC1CN=CO1,-0.2677,0.0058,0.2735,-378.740778,7.442314138277719
gdb_13412,COCC1CCCO1,-0.244,0.0838,0.3278,-386.126863,8.919892411434866
gdb_13459,CCOC1C(O)C1O,-0.2288,0.0604,0.2891,-422.02842,7.866811763715131
gdb_13468,CC(=O)C1COC1=O,-0.2661,-0.0375,0.2286,-419.713007,6.220522895832857
gdb_13511,CC1CCC1C(C)=O,-0.2379,-0.0108,0.2271,-349.012541,6.1797058164638745
gdb_13533,CC(C#C)C1CN1C,-0.2254,0.05,0.2754,-327.849838,7.494015772145095
gdb_13568,CN1CC1C(O)C=O,-0.2372,-0.0418,0.1954,-400.956873,5.317104872466055
gdb_13597,CCC(=O)C1NC1C,-0.2375,-0.014,0.2235,-365.052356,6.081744825978318
gdb_13715,CCCCC1CN1C,-0.2197,0.0839,0.3036,-330.292435,8.261376864281957
gdb_13732,OCCOC1CC1O,-0.2458,0.0676,0.3134,-422.026075,8.528048449492639
gdb_13866,[O-]C(=O)C1CC[NH2+]C1,-0.248,0.029,0.277,-401.034008,7.537553990138677
gdb_13896,CC(C)C1C(O)C1O,-0.2341,0.0457,0.2798,-386.110504,7.613745871627442
gdb_13905,CC1C(C)N1C(N)=O,-0.2377,0.0455,0.2832,-381.133086,7.706264584863802
gdb_13928,C1CC2(C1)COC2=O,-0.2668,0.0095,0.2763,-383.747587,7.518506019766484
gdb_13990,OCCC12CC1OC2,-0.2316,0.0735,0.3051,-384.875841,8.302193943650938
gdb_14085,OC1CC11CCC1=O,-0.2356,-0.018,0.2177,-383.721094,5.923918785751588
gdb_14103,CC1OCC11CC1O,-0.2383,0.0715,0.3099,-384.890509,8.43280859763168
gdb_14146,CC1CC11CCCC1,-0.2527,0.0902,0.3429,-313.071421,9.330784343749285
gdb_14153,CN1CC11CCOC1,-0.2296,0.085,0.3146,-365.023478,8.560702112987824
gdb_14206,CC12CC3CC1C23C,-0.2279,0.0937,0.3215,-311.824647,8.748460678085141
gdb_14267,C1C2CCC=CC1O2,-0.2369,0.0112,0.2481,-347.786977,6.751144927629622
gdb_14319,O=C1NC2CCC2=C1,-0.2413,-0.0277,0.2135,-362.674835,5.809630963518438
gdb_14385,CC1(O)C2C3C1CN23,-0.2343,0.0673,0.3016,-363.785776,8.20695409178998
gdb_14530,OC1(CC1)C1CCO1,-0.2383,0.0705,0.3088,-384.889164,8.402876072761094
gdb_14539,NC1(C#N)C2CNC12,-0.2305,0.0192,0.2497,-358.782927,6.794683145623203
gdb_14562,C#CC#CC#CC#C,-0.2383,-0.0774,0.1609,-305.761467,4.3783120469794685
gdb_14569,C#CCCC#CC#C,-0.2463,-0.0168,0.2295,-308.173329,6.245013143454246
gdb_14588,C(C=O)C#CCC#N,-0.2646,-0.0404,0.2241,-361.442108,6.09807165772591
gdb_14674,CCC#CCOC=O,-0.2666,0.0019,0.2685,-383.724308,7.3062572070477785
gdb_14698,CCCC#CCCC,-0.2381,0.0615,0.2997,-313.050695,8.155252457922604
gdb_14711,CCCN=COCC,-0.2402,0.0297,0.2699,-366.254026,7.34435314779216
gdb_14712,CCOC=NCCO,-0.2453,0.0128,0.2581,-402.182513,7.0232587900895025
gdb_14719,C#CC#CCCCO,-0.2407,-0.009,0.2316,-346.536572,6.302157054570821
gdb_14736,COC=NCCCO,-0.245,0.0269,0.2719,-402.168452,7.3987759202841366
gdb_14786,C(CO)COCC=O,-0.2569,-0.0275,0.2294,-422.051941,6.242292004829647
gdb_14885,C#CC1=CCOCC1,-0.2304,-0.0183,0.2121,-346.57173,5.771535022774055
gdb_14895,C#CC1COC=NC1,-0.2479,0.0205,0.2684,-362.628664,7.303536068423179
gdb_14994,OCC1OCCC=C1,-0.2468,0.0147,0.2615,-384.933627,7.115777503325862
gdb_15044,CCC(C#C)C1CO1,-0.2577,0.0493,0.307,-347.739295,8.353895577518315
gdb_15094,C1CN1C(CO)CO,-0.2302,0.0709,0.3012,-402.140897,8.196069537291585
gdb_15097,C#CC#CCC1CO1,-0.2444,-0.0145,0.2298,-345.314215,6.253176559328042
gdb_15130,C1CC1C#CCC=O,-0.238,-0.026,0.2119,-346.562897,5.766092745524857
gdb_15150,CC#CC#CC1CN1,-0.2225,-0.0137,0.2087,-325.446977,5.679016309537695
gdb_15183,CCCCCN1CC1,-0.2292,0.09,0.3192,-330.293839,8.68587448971937
gdb_15237,CNC1C(N)C1C#N,-0.2229,0.0245,0.2475,-360.010488,6.73481809588203
gdb_15270,COC1C(C)C1CO,-0.2445,0.0711,0.3156,-386.098432,8.587913499233812
gdb_15272,COC1C(O)C1CO,-0.2436,0.0617,0.3054,-422.022437,8.310357359524735
gdb_15315,N=COC1CC1C=O,-0.2539,-0.0298,0.224,-399.77482,6.095350519101312
gdb_15393,COCC1OC1C#C,-0.2575,0.0168,0.2743,-383.653977,7.464083247274508
gdb_15414,OCCC1CN1C=O,-0.2515,0.0019,0.2533,-400.973253,6.8926441361087605
gdb_15430,CCCC1OC1CO,-0.2613,0.0798,0.341,-386.109894,9.279082709881909
gdb_15482,O=C1OCOC1C#N,-0.3044,-0.035,0.2693,-434.560268,7.328026316044568
gdb_15498,N=CN1CC=CC1=O,-0.2395,-0.0428,0.1967,-378.75313,5.352479674585839
gdb_15605,OC1CCOC1C=O,-0.2508,-0.0456,0.2052,-420.873458,5.583776457676737
gdb_15612,CN=C1C(=O)CCO1,-0.2485,-0.0635,0.185,-399.816013,5.0341064555077795
gdb_15635,CCC1=CCOC1C,-0.2242,0.0242,0.2484,-349.011118,6.759308343503419
gdb_15651,OCC1N=COC1=O,-0.2785,-0.0378,0.2407,-435.766805,6.549780669409311
gdb_15711,CC1OCOC1CO,-0.2519,0.0775,0.3294,-422.064593,8.963430629428448
gdb_15741,C1CN1C(=N)NC=O,-0.2424,-0.0109,0.2315,-395.972204,6.299435915946222
gdb_15746,N=CNC(=O)C1CN1,-0.2628,-0.0289,0.2339,-395.982068,6.364743242936592
gdb_15748,C1CN1C(=O)NC=N,-0.254,-0.0083,0.2457,-395.9844,6.6858376006392515
gdb_15811,CCOC(=N)C1CO1,-0.2637,0.0163,0.28,-400.975187,7.61918814887664
gdb_15877,CC1CN(C)C1C=O,-0.2244,-0.0283,0.1961,-365.038375,5.3361528428382465
gdb_15881,CC1CC(=O)C1CO,-0.2476,-0.0286,0.219,-384.938213,5.959293587871372
gdb_15884,CC1OC(=O)C1CO,-0.2761,0.0021,0.2781,-420.893793,7.5674865150092625
gdb_15919,C#CC12COC1CN2,-0.2306,0.0187,0.2493,-362.563518,6.783798591124808
gdb_15925,N#CC12CCC1OC2,-0.2678,0.0069,0.2747,-362.633239,7.4749678017729035
gdb_16049,OC1C2COC12C#N,-0.2659,-0.0188,0.2471,-398.545545,6.7239335413836345
gdb_16056,CC1N2CCC12C=O,-0.2403,-0.0307,0.2095,-363.821235,5.700785418534486
gdb_16095,C#CC12CC1OC=N2,-0.2463,0.0046,0.251,-361.410094,6.830057947742988
gdb_16099,N#CC12CC1CC=C2,-0.2518,-0.0049,0.2469,-325.534637,6.718491264134437
gdb_16107,C#CC12CC1COC2,-0.2439,0.0443,0.2882,-346.554723,7.842321516093741
gdb_16190,C1CC12CC=CC2=O,-0.237,-0.0418,0.1952,-346.625875,5.311662595216858
gdb_16326,OCC12CC1OC2=O,-0.2764,-0.005,0.2714,-419.654735,7.385170227161142
gdb_16357,CC1OC(=N)C11CN1,-0.2553,0.0162,0.2715,-379.883428,7.387891365785742
gdb_16365,OC1CC(=O)C11CO1,-0.2432,-0.0411,0.2021,-419.638948,5.499421160314174
gdb_16410,O=C1OCC2CC1O2,-0.2502,-0.0035,0.2467,-419.680247,6.713048986885239
gdb_16444,CC12CN1C1COC21,-0.2284,0.0559,0.2843,-363.775723,7.7361971097343885
gdb_16500,CC12CN1C1CC2C1,-0.2257,0.0988,0.3245,-327.868263,8.830094836823106
gdb_16549,C1C2OC=NC1C=C2,-0.2428,-0.0063,0.2365,-362.665313,6.435492847176161
gdb_16566,C1CC2CC1CCC2,-0.2861,0.0753,0.3614,-313.101518,9.834194989300062
gdb_16576,C1OC2CC1OCC2,-0.2411,0.0825,0.3236,-384.942961,8.805604589201716
gdb_16590,OC1C2C1C(=O)C2O,-0.2401,-0.0171,0.223,-419.639325,6.068139132855324
gdb_16639,OC1C2CC2OC1=O,-0.27,-0.0065,0.2635,-419.688015,7.170200275817838
gdb_16673,OC1CC2OC2C1O,-0.2521,0.0749,0.3271,-420.858212,8.900844441062674
gdb_16708,CC1CC2OC1C2=O,-0.2487,-0.0149,0.2338,-383.723612,6.362022104311994
gdb_16715,C#CC1=CC2NC2C1,-0.2231,-0.0232,0.2,-325.470223,5.4422772491976
gdb_16721,N#CC1=CC2OC2C1,-0.269,-0.0609,0.2081,-361.458207,5.662689477790103
gdb_16857,N=C1CN2CC2CO1,-0.2391,0.0219,0.261,-379.895222,7.102171810202868
gdb_16881,O=C1COC2CC2O1,-0.2535,0.0024,0.256,-419.673657,6.9661148789729275
gdb_16887,CC1=CC2CC2OC1,-0.2152,0.0209,0.2361,-347.787256,6.424608292677767
gdb_16987,C1OC23CN(CC2)C13,-0.2222,0.0383,0.2605,-363.704476,7.088566117079874
gdb_16996,C1C23COC12C=CC3,-0.222,0.0065,0.2285,-346.542248,6.217801757208258
gdb_17014,C#CC1C2OC1C2=O,-0.2615,-0.0228,0.2387,-381.226057,6.495357896917335
gdb_17067,OCC1C2CC1C2O,-0.2573,0.0662,0.3234,-384.86314,8.80016231195252
gdb_17149,N#CC12CC3C1CC23,-0.2983,0.0208,0.3191,-325.460328,8.68315335109477
gdb_17222,C#CC12OC3CC1C23,-0.2288,0.0162,0.245,-345.289342,6.6667896302670595
gdb_17278,CC1OC1CN1CC1,-0.234,0.0907,0.3247,-364.999245,8.835537114072302
gdb_17279,CN1CC1CC1CC1,-0.22,0.0861,0.3061,-329.069473,8.329405329896925
gdb_17300,OC12CCC1C1OC21,-0.2464,0.0657,0.3121,-383.663317,8.492673647372854
gdb_17382,CC(O)C1OC2CC12,-0.2364,0.0665,0.3029,-384.882732,8.242328893909765
gdb_17435,CC1C2C3N2CC13O,-0.2276,0.0605,0.2881,-363.783016,7.839600377469143
gdb_17440,OC1C2C3N2CC13O,-0.2412,0.0609,0.3021,-399.713067,8.220559784912973
gdb_17598,CC(=O)C(=O)C1CO1,-0.245,-0.0789,0.1661,-419.666632,4.519811255458607
gdb_17599,CC(=O)C(=O)N1CC1,-0.2403,-0.0671,0.1732,-399.801156,4.713012097805121
gdb_17674,CC1CC1(O)C1CC1,-0.2419,0.0832,0.3251,-348.968374,8.846421668570699
gdb_17692,C1NC1C12CC(C1)O2,-0.2316,0.0689,0.3005,-363.753072,8.177021566919393
gdb_17747,CC12CN3C4C(C14)C23,-0.2145,0.0803,0.2948,-326.626366,8.021916665317262
gdb_17758,CC12C3C4C3C1(O)C24,-0.2155,0.0734,0.2889,-346.482869,7.861369486465932
gdb_17850,C1C2CN1C21COC1,-0.2377,0.0694,0.3071,-363.744722,8.356616716142915
gdb_17854,C1CC2(O1)C1COC21,-0.2155,0.0578,0.2734,-383.652736,7.439592999653118
gdb_17874,O=C1C2CC1OCC2,-0.2245,-0.0205,0.204,-383.726785,5.551122794181551
gdb_17906,O=C1C2CCC1OC2,-0.2286,-0.0221,0.2065,-383.750357,5.619151259796522
gdb_17921,OC1C2CCC1CC2,-0.2475,0.0625,0.31,-349.018783,8.43552973625628
gdb_17928,OC12C3CC1CC2C3,-0.2302,0.0747,0.3049,-347.754884,8.296751666401741
gdb_17962,C1COCC=CC=C1,-0.2185,-0.0137,0.2048,-347.792259,5.572891903178342
gdb_18019,COC1CN2CCC12,-0.2099,0.0677,0.2776,-364.992099,7.553880821886269
gdb_18050,C1CC2COCCC12,-0.2412,0.08,0.3211,-348.992624,8.737576123586747
gdb_18224,O=CC1CCC2CC12,-0.2412,-0.0165,0.2247,-347.809067,6.114398489473504
gdb_18299,OC1C2CCCOC12,-0.2331,0.0708,0.304,-384.912322,8.272261418780351
gdb_18382,C1C2CCC=CCC12,-0.232,0.028,0.26,-311.861067,7.07496042395688
gdb_18432,CC1CC2C(C#C)C12,-0.2414,0.0492,0.2905,-310.598835,7.9049077044595135
gdb_18502,O=CCC1CN2CC12,-0.2399,-0.027,0.2129,-363.80972,5.793304131770845
gdb_18560,O=C1CC2OCCC12,-0.2397,-0.0284,0.2113,-383.745574,5.749765913777264
gdb_18586,CC1CC2CCC=C12,-0.2202,0.0267,0.2469,-311.853562,6.718491264134437
gdb_18609,OC1C2C=CC(=O)C12,-0.2431,-0.0614,0.1817,-382.540071,4.94430888089602
gdb_18730,OC1CCCC2OC12,-0.2594,0.0804,0.3398,-384.930365,9.246429046386721
gdb_18812,N=C1OC2C3NC1C23,-0.2297,0.0148,0.2445,-378.663117,6.653183937144066
gdb_18864,CC1C2C3CC=C1C23,-0.206,-0.026,0.18,-310.563501,4.898049524277839
gdb_18905,CC12C3CC1C1C3N21,-0.225,0.0865,0.3116,-326.643235,8.47906795424986
gdb_18979,C1C2C3OCCN2C13,-0.213,0.0916,0.3046,-363.780946,8.288588250527944
gdb_18998,N=C1OC2C3OC2C13,-0.254,0.0039,0.2579,-398.529261,7.017816512840305
gdb_19007,O=C1OC2C3NC2C13,-0.2481,-0.0095,0.2386,-398.554191,6.492636758292737
gdb_19020,CC1C2C1C1OCC21,-0.2426,0.0676,0.3102,-347.734199,8.440972013505476
gdb_19073,C1C2OC3CC(C3)C12,-0.2294,0.0838,0.3133,-347.7632,8.525327310868041
gdb_19120,C#CC1(CC1)C1OC1,-0.2461,0.047,0.2931,-346.520887,7.975657308699083
gdb_19127,C#CC1(CO1)C1CO1,-0.2653,0.0161,0.2815,-382.440303,7.660005228245621
gdb_19131,C1CC1(C#N)N2CC2,-0.2593,0.0224,0.2817,-342.741928,7.66544750549482
gdb_19252,CC1C2CC2N1C=O,-0.2317,0.0299,0.2616,-363.842914,7.118498641950461
gdb_19271,COC1C2CN2C1=N,-0.2369,-0.001,0.2359,-379.848538,6.419166015428569
gdb_19276,OCC1C2CN2C1=O,-0.2537,-0.0238,0.2298,-399.759522,6.253176559328042
gdb_19292,COC1C2CC2C1O,-0.2421,0.0729,0.315,-384.886629,8.57158666748622
gdb_19309,C(OC1CC1)C1CN1,-0.244,0.081,0.325,-364.993567,8.8437005299461
gdb_19313,C1CC1C#CC1CO1,-0.2387,0.0249,0.2636,-346.525861,7.1729214144424365
gdb_19336,N#CC12NC1C1NC21,-0.2302,-0.0006,0.2296,-357.53103,6.247734282078844
gdb_19444,C1CC11OCC11CN1,-0.2279,0.065,0.2929,-363.7834,7.970215031449885
gdb_19476,CCC1C2CC1CC2,-0.2792,0.0896,0.3688,-313.058916,10.035559247520375
gdb_19537,C#CC12C3CC1CC23,-0.2231,0.0375,0.2607,-309.380515,7.094008394329071
gdb_19544,N#CC12C3CC1OC23,-0.261,0.0017,0.2628,-361.39785,7.151152305445645
gdb_19685,O=CC1C2CC3C2N13,-0.2469,-0.0292,0.2177,-362.585452,5.923918785751588
gdb_19694,COC1C2C3CC1N23,-0.2458,0.0685,0.3144,-363.782055,8.555259835738628
gdb_19727,C1OC2OC1C1NC21,-0.2407,0.0741,0.3148,-399.754276,8.566144390237023
gdb_19750,O=C1C2C3CC1OC23,-0.2268,-0.0193,0.2074,-382.538832,5.643641507417911
gdb_19778,O=C1C2CC2C2OC12,-0.2417,-0.0379,0.2039,-382.516456,5.548401655556953
gdb_19849,C1C2C1C1=CCOC21,-0.2278,0.0041,0.2319,-346.534297,6.3103204704446165
gdb_19874,CC1C2C3OC3CN12,-0.2187,0.0649,0.2836,-363.806457,7.717149139362197
gdb_19914,COC1C2C3NC3C12,-0.1989,0.0665,0.2654,-363.734907,7.221901909685216
gdb_19941,C1OC2CC3OC3C12,-0.2413,0.081,0.3222,-383.702851,8.767508648457333
gdb_19983,C#CC1CN1C1CC1,-0.2309,0.0344,0.2653,-326.632415,7.219180771060616
gdb_20019,CCC1NC1C1CO1,-0.2465,0.0727,0.3192,-365.004349,8.68587448971937
gdb_20053,C1NC1C1CN=CO1,-0.2457,0.0258,0.2715,-379.893597,7.387891365785742
gdb_20213,C1OC2OCC3C1C23,-0.2506,0.0766,0.3271,-383.729771,8.900844441062674
gdb_20271,C1C2C3OC4C2C1C34,-0.2371,0.079,0.3161,-346.53669,8.601519192356806
gdb_20300,C1CN1C1C2CCC12,-0.2332,0.0893,0.3225,-327.850904,8.77567206433113
gdb_20397,c1c2c(on1)OCC2,-0.2207,0.0051,0.2258,-398.573792,6.144331014344091
gdb_20403,c1c2c(no1)NCC2,-0.2207,0.004,0.2248,-378.703986,6.117119628098102
gdb_20459,C1c2c(nn[nH]2)CN1,-0.2335,-0.0025,0.2311,-374.874016,6.288551361447826
gdb_20486,C1Oc2c(non2)O1,-0.2651,-0.0408,0.2243,-450.510393,6.103513934975108
gdb_20518,CC(=O)c1conn1,-0.2685,-0.0667,0.2018,-414.649216,5.491257744440379
gdb_20590,Cc1c(nno1)C=O,-0.2684,-0.065,0.2034,-414.644735,5.534795962433959
gdb_20615,Cc1c([nH]nn1)C#N,-0.277,-0.0584,0.2186,-373.71442,5.948409033372976
gdb_20649,Cc1cc(n[nH]1)CO,-0.229,0.0266,0.2555,-379.933853,6.952509185849934
gdb_20686,CC1=NC(=N)ON=C1,-0.2561,-0.092,0.164,-394.75131,4.462667344342032
gdb_20687,CC1=NC(=N)ON=N1,-0.271,-0.1127,0.1582,-410.786784,4.3048413041153015
gdb_20756,Cc1cnc(=O)on1,-0.2754,-0.1088,0.1666,-414.650828,4.533416948581601
gdb_20757,Cc1c(noc1C)C,-0.2373,0.005,0.2422,-363.87637,6.590597748778293
gdb_20852,CCc1c(n[nH]n1)O,-0.2302,0.0038,0.234,-395.985257,6.367464381561192
gdb_20879,CCCc1ncon1,-0.2886,-0.0221,0.2665,-379.92588,7.251834434555802
gdb_20918,CCn1nc(nn1)N,-0.2295,-0.0108,0.2188,-392.149617,5.953851310622174
gdb_20948,CCNc1nnon1,-0.2478,-0.0559,0.1919,-411.977898,5.2218650206050965
gdb_20977,CN(C)c1cn[nH]n1,-0.1988,0.0079,0.2067,-376.086182,5.624593537045719
gdb_21000,Cn1cc(cn1)C=O,-0.2462,-0.0379,0.2084,-378.7484,5.670852893663899
gdb_21094,Cn1nnc(=O)nn1,-0.2508,-0.1012,0.1496,-426.810932,4.070823382399805
gdb_21173,CNc1cc(n[nH]1)N,-0.1839,0.0504,0.2343,-376.103568,6.375627797434988
gdb_21198,CNc1ncnnn1,-0.2392,-0.0722,0.1671,-390.941346,4.5470226417045945
gdb_21206,Cc1[nH]nc(n1)NC,-0.1977,0.0288,0.2265,-376.128353,6.163378984716282
gdb_21216,CNC1=NOC(=N)N1,-0.2131,0.034,0.2471,-412.021123,6.7239335413836345
gdb_21315,COCc1cc[nH]n1,-0.241,0.0246,0.2656,-379.919127,7.227344186934412
gdb_21385,c1c2c([nH]n1)nco2,-0.2381,-0.0236,0.2145,-393.586335,5.836842349764425
gdb_21399,N=C1NC(=N)C=NO1,-0.2577,-0.0746,0.183,-410.816182,4.9796836830158036
gdb_21412,N=C1NC=NNC1=O,-0.2313,-0.0378,0.1935,-410.856519,5.265403238598678
gdb_21420,N=C1NN=NC(=N)N1,-0.2573,-0.0774,0.1798,-406.994221,4.892607247028642
gdb_21472,N=COC1=NNN=C1,-0.2519,-0.0205,0.2314,-410.82392,6.296714777321623
gdb_21490,c1nc(no1)C(=N)N,-0.2462,-0.0477,0.1985,-410.832974,5.401460169828618
gdb_21495,c1cnoc1C(=O)N,-0.2687,-0.0545,0.2142,-414.679486,5.82867893389063
gdb_21528,c1c(c(on1)CO)N,-0.2121,-0.0099,0.2023,-415.830134,5.5048634375633725
gdb_21532,C#Cc1c([nH]nn1)N,-0.2167,0.0028,0.2195,-373.658393,5.9728992809943655
gdb_21558,NC1=CC(=N)ON=C1,-0.2171,-0.058,0.1592,-394.756819,4.33205269036129
gdb_21610,NC1=NC(=N)N=NN1,-0.241,-0.0624,0.1785,-406.992012,4.857232444908858
gdb_21612,NC1=NC(=N)NN=N1,-0.2339,-0.0702,0.1637,-407.008631,4.4545039284682355
gdb_21653,c1c([nH]nc1N)CO,-0.2008,0.0234,0.2242,-395.98554,6.100792796350509
gdb_21710,C(=Nc1n[nH]nn1)N,-0.2257,-0.0116,0.2141,-407.005562,5.825957795266031
gdb_21740,c1coc2c1cno2,-0.2361,-0.0152,0.2209,-397.378715,6.0109952217387494
gdb_21762,c1noc2n1nnn2,-0.3049,-0.0761,0.2289,-425.614221,6.228686311706653
gdb_21780,C1Cn2c1noc2=O,-0.2523,-0.0054,0.2468,-414.631783,6.715770125509838
gdb_21800,c1c[nH]nc1CC=O,-0.2412,-0.0215,0.2197,-378.744093,5.978341558243564
gdb_21811,c1nnnn1CC=O,-0.2867,-0.0626,0.2241,-410.810617,6.09807165772591
gdb_21886,C1Cn2c1nc(n2)O,-0.2278,0.0171,0.2449,-394.760734,6.664068491642461
gdb_22061,CC(=NO)COC(=O)C,-0.2477,0.011,0.2588,-476.20903,7.042306760461694
gdb_22118,CC(CO)CC(C)=NO,-0.2401,0.0143,0.2544,-441.437371,6.922576660979347
gdb_22221,CC(=NO)C(O)CC=O,-0.2498,-0.0189,0.2309,-476.175877,6.283109084198629
gdb_22236,CCCC(=NO)C(C)C,-0.2386,0.0205,0.2591,-405.513093,7.05047017633549
gdb_22297,C1C(=NO)CNCC1=O,-0.2207,-0.0263,0.1945,-455.109262,5.292614624844666
gdb_22330,C1C(=O)C=C(C1=NO)N,-0.223,-0.0541,0.1688,-453.943052,4.593281998322774
gdb_22386,CC12CC(C1)CC2=NO,-0.2347,0.0243,0.259,-403.100097,7.047749037710892
gdb_22392,CC(CC1CCO1)=NO,-0.2348,0.0168,0.2516,-440.217704,6.84638477949058
gdb_22403,CC#CC1CC(C1)=NO,-0.243,0.0063,0.2493,-401.863676,6.783798591124808
gdb_22493,CCCCC(=NO)C#C,-0.2391,-0.0294,0.2097,-403.071447,5.706227695783683
gdb_22554,CC(=NO)C1(CN1)C#C,-0.2377,-0.012,0.2257,-417.891125,6.1416098757194915
gdb_22606,CC1C(=NO)C2NC12C,-0.2259,0.0099,0.2358,-419.115398,6.41644487680397
gdb_22624,CC12CC(OC1)C2=NO,-0.2391,0.0075,0.2466,-439.003523,6.710327848260641
gdb_22694,CC(=NO)COC1CC1,-0.2442,0.0074,0.2516,-440.20769,6.84638477949058
gdb_22701,ON=C1C2CC1(C2)C=O,-0.2445,-0.0374,0.207,-437.774877,5.632756952919515
gdb_22713,ON=C1CC2(NC12)C#C,-0.2307,-0.0074,0.2233,-416.669307,6.07630254872912
gdb_22731,ON=C1CC2(CN2)C1O,-0.2473,-0.0107,0.2366,-455.035601,6.43821398580076
gdb_22742,ON=C1CC2(CN2)C=C1,-0.2187,-0.0323,0.1863,-417.944864,5.069481257627564
gdb_22763,CC1NC(C#C)C1=NO,-0.2392,-0.004,0.2353,-417.889742,6.402839183680976
gdb_22769,CC1CC(C=O)C1=NO,-0.245,-0.0271,0.218,-439.034847,5.932082201625383
gdb_22801,ON=C1COCOC1=N,-0.2565,-0.0456,0.2108,-491.022994,5.73616022065427
gdb_22814,CC1C=CCCC1=NO,-0.2381,0.0144,0.2525,-403.121381,6.870875027111969
gdb_22828,CC1OCCCC1=NO,-0.2442,0.0076,0.2518,-440.249084,6.851827056739779
gdb_22940,CC12OC1CCC2=NO,-0.2439,0.0014,0.2454,-439.040612,6.677674184765455
gdb_22970,C#CC(=NO)C1COC1,-0.2455,-0.04,0.2055,-437.76781,5.591939873550533
gdb_23006,CN1CC1C(=NO)C#C,-0.2285,-0.0445,0.184,-417.881072,5.006895069261792
gdb_23036,CC(=NO)C1COC=N1,-0.25,0.0026,0.2525,-455.107425,6.870875027111969
gdb_23048,C1CC2(C1=NO)COC2,-0.2471,-0.007,0.2401,-438.995525,6.533453837661718
gdb_23094,ON=C1CC=CC1C#N,-0.2625,-0.0164,0.2461,-416.779398,6.696722155137647
gdb_23207,CC1CC(=NO)C11CC1,-0.2279,0.0077,0.2355,-403.079133,6.408281460930174
gdb_23208,CC1CC(=NO)C11CN1,-0.2331,-0.0006,0.2325,-419.11718,6.32664730219221
gdb_23238,ON=C1C(O)C2CCC12,-0.2458,-0.0076,0.2383,-439.000902,6.484473342418941
gdb_23248,ON=C1C2CC2OC1=N,-0.2444,-0.0452,0.1991,-453.885845,5.417787001576211
gdb_23253,ON=C1CC2NC2C1=O,-0.2316,-0.0639,0.1677,-453.884071,4.563349473452187
gdb_23274,CC1CC2OC2C1=NO,-0.2465,-0.0034,0.2431,-439.03228,6.615087996399683
gdb_23317,ON=C1CN2CC2C=C1,-0.2182,-0.0372,0.181,-417.942173,4.925260910523828
gdb_23373,CC(=NO)C(O)C1CO1,-0.2485,0.0063,0.2547,-476.142869,6.930740076853143
gdb_23421,ON=C1CNC2COC12,-0.2318,-0.0091,0.2227,-455.065816,6.059975716981528
gdb_23455,ON=C1CCC2C(O)C12,-0.2255,0.0138,0.2393,-439.032149,6.511684728664928
gdb_23604,ON=C1CCC1C1CO1,-0.2479,-0.0001,0.2477,-438.994853,6.740260373131227
gdb_23663,c1cnc(nc1F)N,-0.2338,-0.0258,0.208,-418.874058,5.659968339165504
gdb_23669,c1c(cncc1F)F,-0.261,-0.0399,0.2211,-446.693908,6.016437498987946
gdb_23672,c1cnc(cc1F)F,-0.2704,-0.0322,0.2383,-446.706765,6.484473342418941
gdb_23817,c1c(=O)c(con1)F,-0.267,-0.081,0.186,-458.530241,5.061317841753768
